genre,actor,avgRate,hitRatio,totalMovies,normalizedRating
action,Kangana Ranaut,1.9523809523809523,0.0,18,0.1
comedy,Kangana Ranaut,2.466666666666667,0.15,11,0.14
biography,Kangana Ranaut,2.0,0.0,1,0.22
crime,Kangana Ranaut,2.183333333333333,0.11666666666666665,20,0.31
mystery,Kangana Ranaut,5.0,0.0,2,0.1
thriller,Kangana Ranaut,1.0,0.0,1,0.02
horror,Kangana Ranaut,5.0,0.0,1,0.06
drama,Vijay Raj,1.0,0.0,1,0.0
drama,Ali Asghar,1.0,0.0,1,0.0
comedy,Ali Asghar,1.0,0.0,3,0.02
romance,Kunal Khemu,1.0,0.0,1,0.01
adventure,Kunal Khemu,2.0,0.0,1,0.03
drama,Kunal Khemu,2.35,0.0,15,0.07
action,Kunal Khemu,2.5,0.0,5,0.03
comedy,Kunal Khemu,2.4166666666666665,0.0,7,0.04
crime,Kunal Khemu,4.5,0.0,2,0.02
thriller,Kunal Khemu,2.0,0.0,1,0.02
drama,Deepal Shaw,5.5,0.5,2,0.28
action,Deepal Shaw,5.0,0.0,1,0.01
crime,Deepal Shaw,5.0,0.0,1,0.01
thriller,Deepal Shaw,6.0,1.0,1,0.57
drama,Smiley Suri,5.0,0.0,1,0.0
action,Smiley Suri,5.0,0.0,1,0.01
crime,Smiley Suri,5.0,0.0,1,0.01
drama,Atul Parchure,5.0,0.0,1,0.0
action,Atul Parchure,5.0,0.0,1,0.01
crime,Atul Parchure,5.0,0.0,1,0.01
romance,Ranbir Kapoor,5.833333333333334,0.6666666666666666,7,0.44
adventure,Ranbir Kapoor,7.0,1.0,1,0.58
drama,Ranbir Kapoor,4.713333333333333,0.18,16,0.17
musical,Ranbir Kapoor,4.333333333333333,0.25,7,0.3
action,Ranbir Kapoor,7.0,1.0,1,0.56
comedy,Ranbir Kapoor,5.738095238095238,0.5952380952380952,10,0.38
crime,Ranbir Kapoor,7.0,1.0,1,0.56
music,Ranbir Kapoor,5.0,0.0,1,0.45
romance,Sonam Kapoor,3.083333333333333,0.30952380952380953,13,0.3
drama,Sonam Kapoor,3.8910714285714283,0.43214285714285716,21,0.33
musical,Sonam Kapoor,1.0,0.0,1,0.02
comedy,Sonam Kapoor,2.9,0.225,9,0.17
biography,Sonam Kapoor,7.0,1.0,1,0.78
history,Sonam Kapoor,7.0,1.0,1,0.7
romance,Salman Shahid,5.0,0.0,1,0.01
drama,Salman Shahid,3.5,0.0,2,0.01
action,Salman Shahid,2.0,0.0,1,0.01
comedy,Salman Shahid,2.75,0.0,3,0.02
drama,Hanif Hum Ghum,2.0,0.0,1,0.0
action,Hanif Hum Ghum,2.0,0.0,1,0.01
comedy,Hanif Hum Ghum,2.0,0.0,1,0.01
romance,Clive Standen,5.0,0.0,1,0.01
drama,Clive Standen,5.0,0.0,1,0.0
comedy,Clive Standen,5.0,0.0,1,0.01
comedy,Anusha Dhandekar,1.0,0.0,1,0.01
thriller,Anusha Dhandekar,1.0,0.0,1,0.02
drama,A.K. Hangal,1.0,0.0,1,0.0
comedy,A.K. Hangal,1.0,0.0,1,0.01
romance,Geeta Basra,1.0,0.0,1,0.01
drama,Geeta Basra,1.0,0.0,1,0.0
comedy,Geeta Basra,1.0,0.0,1,0.01
thriller,Geeta Basra,1.25,0.0,3,0.05
thriller,Deepak Jethi,1.0,0.0,1,0.02
drama,Neetu Chandra,1.9,0.0,12,0.06
action,Neetu Chandra,4.0,0.0,1,0.01
comedy,Neetu Chandra,3.0,0.0,2,0.01
crime,Neetu Chandra,1.6666666666666665,0.0,4,0.05
mystery,Neetu Chandra,2.0,0.0,1,0.05
thriller,Neetu Chandra,1.0,0.0,4,0.06
horror,Neetu Chandra,2.0,0.0,1,0.06
drama,Upendra Limaye,1.75,0.0,3,0.01
crime,Upendra Limaye,1.0,0.0,1,0.01
romance,Julian Burkhardt,1.0,0.0,1,0.01
drama,Julian Burkhardt,1.0,0.0,1,0.0
romance,Ravi Gossain,1.0,0.0,1,0.01
drama,Ravi Gossain,1.0,0.0,1,0.0
romance,Sudhanshu Pandey,1.0,0.0,1,0.01
adventure,Sudhanshu Pandey,1.0,0.0,1,0.03
drama,Sudhanshu Pandey,1.0,0.0,2,0.01
crime,Sudhanshu Pandey,1.0,0.0,1,0.01
drama,Jiah Khan,6.5,0.75,3,0.43
action,Jiah Khan,8.0,1.0,1,0.56
mystery,Jiah Khan,8.0,1.0,1,0.6
romance,Nasser,1.0,0.0,1,0.01
drama,Nasser,2.0,0.0,3,0.01
action,Nasser,3.6666666666666665,0.3333333333333333,3,0.2
comedy,Nasser,2.583333333333333,0.16666666666666666,5,0.12
adventure,Ravi Kishan,2.0,0.0,1,0.03
drama,Ravi Kishan,1.8125,0.0,11,0.05
action,Ravi Kishan,2.0,0.0,1,0.01
comedy,Ravi Kishan,2.0,0.0,13,0.07
crime,Ravi Kishan,1.0,0.0,3,0.04
mystery,Ravi Kishan,1.0,0.0,1,0.05
thriller,Ravi Kishan,1.0,0.0,1,0.02
drama,Rajeev Awasthi,1.0,0.0,1,0.0
action,Rajeev Awasthi,1.0,0.0,1,0.01
comedy,Rajeev Awasthi,1.0,0.0,1,0.01
crime,Rajeev Awasthi,1.0,0.0,1,0.01
comedy,Chittaranjan Giri,1.0,0.0,1,0.01
comedy,Arun Kumar,1.0,0.0,1,0.01
drama,Meghna Desai,1.0,0.0,1,0.0
drama,Siddharth Dhawan,1.0,0.0,1,0.0
drama,Mohit Ahlawat,1.0,0.0,5,0.02
action,Mohit Ahlawat,1.0,0.0,3,0.02
comedy,Mohit Ahlawat,1.0,0.0,1,0.01
crime,Mohit Ahlawat,1.0,0.0,5,0.06
drama,Priyanka Kothari,1.5,0.0,2,0.01
action,Priyanka Kothari,1.5,0.0,2,0.01
comedy,Priyanka Kothari,2.0,0.0,1,0.01
crime,Priyanka Kothari,1.25,0.0,3,0.04
mystery,Priyanka Kothari,2.0,0.0,1,0.05
horror,Priyanka Kothari,2.0,0.0,1,0.06
drama,Nagesh Bhonsle,1.0,0.0,8,0.04
action,Nagesh Bhonsle,1.0,0.0,3,0.02
comedy,Nagesh Bhonsle,1.0,0.0,1,0.01
crime,Nagesh Bhonsle,1.0,0.0,2,0.02
thriller,Nagesh Bhonsle,1.0,0.0,2,0.03
sport,Nagesh Bhonsle,1.0,0.0,1,0.15
romance,Soha Ali Khan,1.0,0.0,2,0.02
drama,Soha Ali Khan,2.25,0.0,10,0.05
musical,Soha Ali Khan,1.0,0.0,1,0.02
comedy,Soha Ali Khan,3.1666666666666665,0.0,5,0.03
crime,Soha Ali Khan,4.0,0.0,1,0.01
thriller,Soha Ali Khan,1.0,0.0,1,0.02
romance,Shayan Munshi,1.0,0.0,1,0.01
drama,Shayan Munshi,1.0,0.0,1,0.0
romance,Rocky Bhatia,1.0,0.0,1,0.01
comedy,Rocky Bhatia,1.0,0.0,1,0.01
romance,Tejaswini Kolhapure,1.0,0.0,1,0.01
comedy,Tejaswini Kolhapure,1.0,0.0,1,0.01
romance,Gauri Karnik,1.0,0.0,1,0.01
comedy,Gauri Karnik,1.0,0.0,1,0.01
romance,Bharati Achrekar,2.0,0.0,1,0.01
drama,Bharati Achrekar,2.0,0.0,3,0.01
action,Bharati Achrekar,2.0,0.0,1,0.01
comedy,Bharati Achrekar,2.0,0.0,3,0.02
crime,Bharati Achrekar,2.0,0.0,3,0.04
romance,Aditya Bal,1.0,0.0,1,0.01
thriller,Aditya Bal,1.0,0.0,1,0.02
action,Padmini Kolhapure,2.0,0.0,1,0.01
comedy,Padmini Kolhapure,2.0,0.0,1,0.01
thriller,Padmini Kolhapure,1.0,0.0,1,0.02
romance,Mayank Amin,5.0,0.0,1,0.01
comedy,Mayank Amin,5.0,0.0,1,0.01
family,Mayank Amin,5.0,0.0,1,0.09
romance,Vic Aviles,5.0,0.0,1,0.01
comedy,Vic Aviles,5.0,0.0,1,0.01
family,Vic Aviles,5.0,0.0,1,0.09
romance,Shaad Randhawa,2.0,0.0,1,0.01
drama,Shaad Randhawa,2.833333333333333,0.16666666666666666,4,0.11
musical,Shaad Randhawa,8.0,1.0,1,0.57
biography,Shaad Randhawa,2.0,0.0,1,0.22
mystery,Shaad Randhawa,1.0,0.0,1,0.05
music,Shaad Randhawa,8.0,1.0,1,1.0
horror,Shaad Randhawa,1.0,0.0,1,0.06
drama,Mischa Barton,1.0,0.0,1,0.0
history,Mischa Barton,1.0,0.0,1,0.15
drama,Martin Sheen,1.0,0.0,1,0.0
history,Martin Sheen,1.0,0.0,1,0.15
drama,Kal Penn,1.0,0.0,1,0.0
history,Kal Penn,1.0,0.0,1,0.15
romance,Nikhil Dwivedi,1.0,0.0,1,0.01
drama,Nikhil Dwivedi,2.0,0.0,1,0.0
action,Nikhil Dwivedi,1.0,0.0,1,0.01
comedy,Nikhil Dwivedi,1.0,0.0,1,0.01
crime,Nikhil Dwivedi,1.5,0.0,4,0.05
thriller,Nikhil Dwivedi,4.0,0.0,1,0.02
drama,Dwij Yadav,1.0,0.0,2,0.01
comedy,Dwij Yadav,1.0,0.0,1,0.01
family,Dwij Yadav,1.0,0.0,1,0.09
drama,Vivek Shaq,1.0,0.0,3,0.01
comedy,Vivek Shaq,1.0,0.0,1,0.01
family,Vivek Shaq,1.0,0.0,1,0.09
mystery,Vivek Shaq,1.0,0.0,1,0.05
thriller,Vivek Shaq,1.0,0.0,1,0.02
thriller,Sameer Dharmadhikari,1.0,0.0,1,0.02
romance,Randeep Hooda,3.293333333333333,0.2866666666666666,18,0.34
drama,Randeep Hooda,3.4297619047619046,0.42380952380952375,37,0.4
musical,Randeep Hooda,1.0,0.0,1,0.02
action,Randeep Hooda,2.5,0.16666666666666666,5,0.12
comedy,Randeep Hooda,5.625,0.7916666666666666,7,0.47
crime,Randeep Hooda,4.5,0.5,2,0.3
thriller,Randeep Hooda,1.6458333333333333,0.0,12,0.19
fantasy,Randeep Hooda,1.0,0.0,1,0.06
drama,Madhuri Bhagwat,1.0,0.0,1,0.0
action,Madhuri Bhagwat,1.0,0.0,1,0.01
thriller,Madhuri Bhagwat,1.0,0.0,1,0.02
action,Shweta Bhardwaj,1.0,0.0,5,0.03
comedy,Shweta Bhardwaj,1.0,0.0,6,0.03
crime,Shweta Bhardwaj,1.0,0.0,5,0.06
thriller,Shweta Bhardwaj,1.0,0.0,2,0.03
drama,Mimoh Chakraborty,1.0,0.0,2,0.01
action,Mimoh Chakraborty,1.0,0.0,4,0.02
comedy,Mimoh Chakraborty,1.0,0.0,1,0.01
crime,Mimoh Chakraborty,1.0,0.0,3,0.04
mystery,Mimoh Chakraborty,6.0,1.0,1,0.6
thriller,Mimoh Chakraborty,6.0,1.0,1,0.57
horror,Mimoh Chakraborty,6.0,1.0,1,0.61
action,Sudhir S. Dayma,1.0,0.0,1,0.01
comedy,Sudhir S. Dayma,1.0,0.0,1,0.01
crime,Sudhir S. Dayma,1.0,0.0,1,0.01
thriller,Ashima Bhalla,1.0,0.0,1,0.02
thriller,Asawari Joshi,1.0,0.0,1,0.02
romance,Vipasha Agarwal,1.0,0.0,1,0.01
drama,Vipasha Agarwal,1.0,0.0,1,0.0
comedy,Vipasha Agarwal,1.0,0.0,1,0.01
romance,Menekka Arora,1.0,0.0,1,0.01
drama,Menekka Arora,1.0,0.0,1,0.0
romance,Sarthak Bhasin,1.0,0.0,1,0.01
drama,Sarthak Bhasin,1.0,0.0,1,0.0
romance,Sagar Chawla,1.0,0.0,1,0.01
drama,Sagar Chawla,1.0,0.0,1,0.0
romance,Hazel Croney,1.0,0.0,7,0.07
drama,Hazel Croney,1.0,0.0,11,0.05
horror,Hazel Croney,1.0,0.0,1,0.06
romance,Helen,1.75,0.0,3,0.03
drama,Helen,1.0,0.0,1,0.0
musical,Helen,2.0,0.0,1,0.02
comedy,Helen,2.0,0.0,1,0.01
horror,Helen,1.0,0.0,1,0.06
romance,Daisy Irani,2.0,0.0,1,0.01
horror,Daisy Irani,1.0,0.0,1,0.06
romance,Sophiya Chaudhary,1.0,0.0,1,0.01
drama,Sophiya Chaudhary,1.0,0.0,1,0.0
action,Sophiya Chaudhary,1.0,0.0,1,0.01
crime,Sophiya Chaudhary,1.0,0.0,1,0.01
thriller,Sophiya Chaudhary,1.0,0.0,1,0.02
romance,David Carradine,1.0,0.0,1,0.01
comedy,David Carradine,1.0,0.0,1,0.01
romance,Rip Torn,1.0,0.0,1,0.01
comedy,Rip Torn,1.0,0.0,1,0.01
romance,Bruce Dern,1.0,0.0,1,0.01
comedy,Bruce Dern,1.0,0.0,1,0.01
romance,Mariel Hemingway,1.0,0.0,1,0.01
comedy,Mariel Hemingway,1.0,0.0,1,0.01
action,Sana,1.0,0.0,1,0.01
romance,Farhan Akhtar,2.0,0.0,3,0.03
adventure,Farhan Akhtar,6.0,1.0,1,0.58
drama,Farhan Akhtar,5.016666666666667,0.5166666666666666,10,0.33
comedy,Farhan Akhtar,4.0,0.5,2,0.29
biography,Farhan Akhtar,7.0,1.0,1,0.78
thriller,Farhan Akhtar,2.0,0.0,1,0.02
music,Farhan Akhtar,4.0,0.0,1,0.45
history,Farhan Akhtar,7.0,1.0,1,0.7
romance,Karan Hukka,1.0,0.0,1,0.01
drama,Karan Hukka,1.0,0.0,1,0.0
comedy,Karan Hukka,1.0,0.0,1,0.01
romance,Rahul Singh,1.0,0.0,1,0.01
drama,Rahul Singh,1.0,0.0,2,0.01
comedy,Rahul Singh,1.0,0.0,1,0.01
mystery,Rahul Singh,1.0,0.0,1,0.05
thriller,Rahul Singh,1.0,0.0,1,0.02
drama,Ava Mukherjee,1.0,0.0,1,0.0
crime,Ava Mukherjee,1.0,0.0,1,0.01
family,Ava Mukherjee,1.0,0.0,1,0.09
drama,Zain Khan,1.0,0.0,1,0.0
crime,Zain Khan,1.0,0.0,1,0.01
family,Zain Khan,1.0,0.0,1,0.09
drama,Simran Singh,1.0,0.0,1,0.0
crime,Simran Singh,1.0,0.0,1,0.01
family,Simran Singh,1.0,0.0,1,0.09
drama,Amrita Raichand,1.0,0.0,1,0.0
crime,Amrita Raichand,1.0,0.0,1,0.01
family,Amrita Raichand,1.0,0.0,1,0.09
romance,Rahul Khanna,1.0,0.0,1,0.01
drama,Rahul Khanna,1.3333333333333333,0.0,3,0.01
comedy,Rahul Khanna,1.75,0.0,3,0.02
crime,Rahul Khanna,1.0,0.0,1,0.01
mystery,Rahul Khanna,1.0,0.0,1,0.05
drama,Sarika,2.0416666666666665,0.20833333333333331,8,0.15
comedy,Sarika,3.5,0.5,2,0.29
crime,Sarika,1.0,0.0,1,0.01
family,Sarika,1.0,0.0,1,0.09
mystery,Sarika,1.0,0.0,1,0.05
crime,Jaipreet Nagra,1.0,0.0,1,0.01
musical,Rutika Singh,1.0,0.0,1,0.02
action,Rutika Singh,1.0,0.0,1,0.01
crime,Rutika Singh,1.0,0.0,1,0.01
romance,Mugdha Godse,4.0,0.0,1,0.01
drama,Mugdha Godse,2.5833333333333335,0.0,7,0.03
action,Mugdha Godse,3.0,0.0,1,0.01
crime,Mugdha Godse,3.0,0.0,1,0.01
thriller,Mugdha Godse,1.0,0.0,1,0.02
horror,Mugdha Godse,1.0,0.0,1,0.06
drama,Manasi,1.0,0.0,1,0.0
thriller,Manasi,1.0,0.0,1,0.02
horror,Manasi,1.0,0.0,1,0.06
drama,Darsheel Safary,2.5,0.25,3,0.15
action,Darsheel Safary,1.0,0.0,1,0.01
family,Darsheel Safary,7.0,1.0,1,0.64
thriller,Darsheel Safary,1.0,0.0,1,0.02
drama,Tanay Chheda,7.0,1.0,1,0.55
family,Tanay Chheda,7.0,1.0,1,0.64
drama,Sachet Engineer,7.0,1.0,1,0.55
family,Sachet Engineer,7.0,1.0,1,0.64
romance,Kaveri Jha,1.0,0.0,1,0.01
drama,Kaveri Jha,1.0,0.0,1,0.0
horror,Kaveri Jha,1.0,0.0,1,0.06
romance,Kamini Khanna,1.0,0.0,1,0.01
drama,Kamini Khanna,1.0,0.0,1,0.0
drama,Mushtaq Khan,1.0,0.0,1,0.0
thriller,Mushtaq Khan,1.0,0.0,1,0.02
horror,Mushtaq Khan,1.0,0.0,1,0.06
animation,Mushtaq Khan,2.0,0.0,1,0.15
adventure,Amit Mistry,1.0,0.0,1,0.03
comedy,Amit Mistry,1.0,0.0,1,0.01
crime,Amit Mistry,1.0,0.0,1,0.01
adventure,Ashok Samarth,1.0,0.0,1,0.03
comedy,Ashok Samarth,1.0,0.0,1,0.01
crime,Ashok Samarth,1.0,0.0,1,0.01
drama,Anant Mahadevan,1.0,0.0,1,0.0
thriller,Anant Mahadevan,2.0,0.0,1,0.02
romance,Himesh Reshammiya,3.0,0.0,4,0.04
drama,Himesh Reshammiya,1.375,0.0,7,0.03
musical,Himesh Reshammiya,1.0,0.0,1,0.02
action,Himesh Reshammiya,1.0,0.0,1,0.01
comedy,Himesh Reshammiya,1.0,0.0,1,0.01
crime,Himesh Reshammiya,1.0,0.0,1,0.01
thriller,Himesh Reshammiya,3.5,0.0,3,0.05
romance,Hansika Motwani,4.0,0.0,1,0.01
drama,Hansika Motwani,4.0,0.0,1,0.0
thriller,Hansika Motwani,4.0,0.0,1,0.02
romance,Shravan Rathod,4.0,0.0,1,0.01
drama,Shravan Rathod,4.0,0.0,1,0.0
thriller,Shravan Rathod,4.0,0.0,1,0.02
drama,Sheetal Kshirsagar,1.0,0.0,1,0.0
action,Sheetal Kshirsagar,1.0,0.0,1,0.01
crime,Sheetal Kshirsagar,1.0,0.0,1,0.01
romance,Anand Abhyankar,2.0,0.0,1,0.01
drama,Anand Abhyankar,1.5,0.0,4,0.02
comedy,Anand Abhyankar,1.0,0.0,1,0.01
family,Anand Abhyankar,1.0,0.0,1,0.09
drama,Parimal Aloke,1.0,0.0,3,0.01
comedy,Parimal Aloke,1.0,0.0,1,0.01
family,Parimal Aloke,1.0,0.0,1,0.09
short,Parimal Aloke,1.0,0.0,1,0.45
drama,Chandan Anand,1.0,0.0,1,0.0
comedy,Chandan Anand,1.0,0.0,1,0.01
family,Chandan Anand,1.0,0.0,1,0.09
drama,Bobby Bedi,1.0,0.0,1,0.0
comedy,Bobby Bedi,1.0,0.0,1,0.01
family,Bobby Bedi,1.0,0.0,1,0.09
romance,Salil Acharya,1.0,0.0,1,0.01
drama,Salil Acharya,4.5,0.5,2,0.28
musical,Salil Acharya,8.0,1.0,1,0.57
action,Salil Acharya,1.0,0.0,1,0.01
crime,Salil Acharya,1.0,0.0,1,0.01
music,Salil Acharya,8.0,1.0,1,1.0
horror,Salil Acharya,1.0,0.0,1,0.06
romance,J. Brandon Hill,1.0,0.0,1,0.01
drama,J. Brandon Hill,1.0,0.0,2,0.01
action,J. Brandon Hill,1.0,0.0,1,0.01
crime,J. Brandon Hill,1.0,0.0,1,0.01
drama,Rehan Khan,1.0,0.0,5,0.02
musical,Rehan Khan,1.0,0.0,1,0.02
action,Rehan Khan,1.0,0.0,3,0.02
crime,Rehan Khan,1.0,0.0,1,0.01
mystery,Rehan Khan,1.0,0.0,1,0.05
fantasy,Rehan Khan,1.0,0.0,1,0.06
romance,Urvashi Sharma,1.0,0.0,1,0.01
drama,Urvashi Sharma,1.0,0.0,3,0.01
action,Urvashi Sharma,1.0,0.0,1,0.01
crime,Urvashi Sharma,1.0,0.0,2,0.02
romance,Eijaz Khan,1.0,0.0,1,0.01
drama,Eijaz Khan,1.0,0.0,1,0.0
comedy,Eijaz Khan,1.0,0.0,2,0.01
romance,Sumeet Raghvan,4.0,0.5,2,0.3
drama,Sumeet Raghvan,2.0,0.0,1,0.0
action,Sumeet Raghvan,6.0,1.0,1,0.56
comedy,Sumeet Raghvan,2.0,0.0,1,0.01
thriller,Sumeet Raghvan,6.0,1.0,1,0.57
drama,Sikander Kher,1.25,0.0,3,0.01
action,Sikander Kher,1.0,0.0,1,0.01
mystery,Sikander Kher,2.0,0.0,1,0.05
thriller,Sikander Kher,2.0,0.0,1,0.02
history,Sikander Kher,1.0,0.0,1,0.15
drama,Neha Uberoi,2.0,0.0,1,0.0
mystery,Neha Uberoi,2.0,0.0,1,0.05
thriller,Neha Uberoi,2.0,0.0,1,0.02
drama,Udayyan Raathore,1.0,0.0,1,0.0
crime,Udayyan Raathore,1.0,0.0,1,0.01
thriller,Udayyan Raathore,1.0,0.0,1,0.02
drama,Zahid Ali,1.0,0.0,1,0.0
crime,Zahid Ali,1.0,0.0,1,0.01
thriller,Zahid Ali,1.0,0.0,1,0.02
drama,Amrita,1.375,0.0,8,0.04
crime,Amrita,2.25,0.25,4,0.19
thriller,Amrita,1.75,0.0,4,0.06
drama,Armaan Shahabi,1.0,0.0,1,0.0
musical,Armaan Shahabi,1.0,0.0,1,0.02
adventure,Jayshree Arora,1.0,0.0,1,0.03
drama,Jayshree Arora,1.0,0.0,1,0.0
action,Jayshree Arora,1.0,0.0,1,0.01
adventure,Veer Arya,1.0,0.0,1,0.03
drama,Veer Arya,1.0,0.0,1,0.0
action,Veer Arya,1.0,0.0,1,0.01
romance,Neil Nitin Mukesh,2.0,0.0,2,0.02
drama,Neil Nitin Mukesh,3.891666666666667,0.4916666666666667,16,0.34
action,Neil Nitin Mukesh,1.0,0.0,4,0.02
crime,Neil Nitin Mukesh,2.18,0.20666666666666664,14,0.29
thriller,Neil Nitin Mukesh,2.0,0.0,2,0.03
history,Neil Nitin Mukesh,6.0,1.0,1,0.7
horror,Neil Nitin Mukesh,2.0,0.0,1,0.06
sci-fi,Neil Nitin Mukesh,2.0,0.0,1,0.15
drama,Ann Marie Seall,1.0,0.0,1,0.0
comedy,Ann Marie Seall,1.0,0.0,1,0.01
drama,Mona Ambegaonkar,1.0,0.0,1,0.0
action,Mona Ambegaonkar,1.0,0.0,1,0.01
comedy,Mona Ambegaonkar,2.0,0.0,1,0.01
thriller,Mona Ambegaonkar,1.0,0.0,1,0.02
comedy,Jitender Bhargava,2.0,0.0,1,0.01
comedy,Heenaa Biswas,2.0,0.0,1,0.01
comedy,Sunil Pal,2.0,0.0,1,0.01
comedy,Raju Srivastava,2.0,0.0,1,0.01
comedy,Ehsaan Qureshi,2.0,0.0,1,0.01
romance,Muzammil Ibrahim,1.0,0.0,1,0.01
drama,Muzammil Ibrahim,1.0,0.0,1,0.0
action,Muzammil Ibrahim,1.0,0.0,1,0.01
romance,Aushima Sawhney,1.0,0.0,2,0.02
drama,Aushima Sawhney,1.0,0.0,3,0.01
action,Aushima Sawhney,1.0,0.0,1,0.01
romance,Deepika Padukone,3.3805555555555555,0.2236111111111111,19,0.31
adventure,Deepika Padukone,1.0,0.0,1,0.03
drama,Deepika Padukone,2.750566893424036,0.12040816326530611,39,0.25
musical,Deepika Padukone,7.5,1.0,3,0.62
action,Deepika Padukone,3.5833333333333335,0.3611111111111111,11,0.26
comedy,Deepika Padukone,4.988095238095238,0.619047619047619,20,0.45
crime,Deepika Padukone,5.0,0.3333333333333333,3,0.22
thriller,Deepika Padukone,2.0,0.0,3,0.05
history,Deepika Padukone,1.0,0.0,1,0.15
drama,Leigh Barwell,2.25,0.25,3,0.15
action,Leigh Barwell,1.0,0.0,1,0.01
comedy,Leigh Barwell,6.0,1.0,1,0.56
crime,Leigh Barwell,6.0,1.0,1,0.56
thriller,Leigh Barwell,1.0,0.0,1,0.02
drama,Robin Bhatt,6.0,1.0,1,0.55
comedy,Robin Bhatt,6.0,1.0,1,0.56
crime,Robin Bhatt,6.0,1.0,1,0.56
romance,Dara Singh,6.0,1.0,1,0.56
comedy,Dara Singh,6.0,1.0,1,0.56
drama,Brian Dawson,1.0,0.0,1,0.0
romance,Puja Gupta,1.0,0.0,1,0.01
drama,Puja Gupta,3.25,0.0,3,0.01
action,Puja Gupta,1.0,0.0,1,0.01
comedy,Puja Gupta,4.0,0.0,1,0.01
crime,Puja Gupta,1.0,0.0,1,0.01
comedy,Soniya Mehra,1.0,0.0,1,0.01
crime,Soniya Mehra,1.0,0.0,1,0.01
mystery,Soniya Mehra,1.0,0.0,1,0.05
drama,Imaaduddin Shah,2.0,0.0,1,0.0
comedy,Imaaduddin Shah,2.0,0.0,1,0.01
crime,Imaaduddin Shah,2.0,0.0,1,0.01
drama,Smriti Mishra,2.0,0.0,1,0.0
comedy,Smriti Mishra,2.0,0.0,1,0.01
crime,Smriti Mishra,2.0,0.0,1,0.01
romance,Nikita Anand,1.0,0.0,1,0.01
drama,Nikita Anand,1.5,0.0,2,0.01
comedy,Nikita Anand,2.0,0.0,1,0.01
crime,Nikita Anand,2.0,0.0,1,0.01
thriller,Nikita Anand,1.0,0.0,1,0.02
romance,Monalisa,1.0,0.0,1,0.01
romance,Usha Bachani,1.0,0.0,2,0.02
drama,Usha Bachani,1.0,0.0,1,0.0
romance,Gaurav Dixit,1.0,0.0,1,0.01
romance,Neha Pendse,1.0,0.0,1,0.01
drama,Neha Pendse,1.0,0.0,1,0.0
romance,Aryan Singh,1.0,0.0,1,0.01
drama,Aryan Singh,1.0,0.0,1,0.0
drama,Ronit Roy,1.888888888888889,0.0,5,0.02
action,Ronit Roy,2.0,0.0,1,0.01
comedy,Ronit Roy,2.0,0.0,1,0.01
drama,Upen Patel,1.0,0.0,1,0.0
comedy,Upen Patel,1.0,0.0,1,0.01
romance,Linda Arsenio,2.0,0.0,1,0.01
drama,Linda Arsenio,1.75,0.0,3,0.01
comedy,Linda Arsenio,1.75,0.0,3,0.02
drama,Shaurya Chauhan,1.0,0.0,1,0.0
comedy,Shaurya Chauhan,1.0,0.0,1,0.01
drama,Alisha Chinoi,1.0,0.0,1,0.0
comedy,Alisha Chinoi,1.0,0.0,1,0.01
romance,Vir Das,1.75,0.0,3,0.03
adventure,Vir Das,2.0,0.0,1,0.03
drama,Vir Das,4.833333333333333,0.6666666666666666,4,0.39
action,Vir Das,2.0,0.0,2,0.01
comedy,Vir Das,2.5697278911564623,0.15612244897959185,28,0.24
crime,Vir Das,5.0,0.6666666666666666,5,0.43
drama,Ishita Chauhan,1.0,0.0,1,0.0
action,Ishita Chauhan,1.0,0.0,1,0.01
thriller,Ishita Chauhan,1.0,0.0,1,0.02
drama,Mukesh Chhabra,1.0,0.0,1,0.0
action,Mukesh Chhabra,1.0,0.0,1,0.01
thriller,Mukesh Chhabra,1.0,0.0,1,0.02
romance,Zeenat Aman,1.0,0.0,1,0.01
drama,Zeenat Aman,1.5,0.0,2,0.01
comedy,Zeenat Aman,2.0,0.0,1,0.01
fantasy,Naveen Bawa,1.0,0.0,1,0.06
fantasy,Krrishna,1.0,0.0,1,0.06
crime,Rajat Bakshi,1.0,0.0,1,0.01
romance,Rajesh Bakshi,1.0,0.0,1,0.01
action,Rajesh Bakshi,1.0,0.0,1,0.01
crime,Rajesh Bakshi,1.0,0.0,1,0.01
crime,Prem Chabra,1.0,0.0,1,0.01
crime,Harish Ghera,1.0,0.0,1,0.01
romance,Sylvester Stallone,4.0,0.0,1,0.01
action,Sylvester Stallone,4.0,0.0,1,0.01
comedy,Sylvester Stallone,4.0,0.0,1,0.01
romance,Brandon Routh,4.0,0.0,1,0.01
action,Brandon Routh,4.0,0.0,1,0.01
comedy,Brandon Routh,4.0,0.0,1,0.01
romance,Denise Richards,4.0,0.0,1,0.01
action,Denise Richards,4.0,0.0,1,0.01
comedy,Denise Richards,4.0,0.0,1,0.01
romance,Whoopi Goldberg,4.0,0.0,1,0.01
action,Whoopi Goldberg,4.0,0.0,1,0.01
comedy,Whoopi Goldberg,4.0,0.0,1,0.01
drama,Shweta Kumar,1.0,0.0,1,0.0
musical,Shweta Kumar,1.0,0.0,1,0.02
action,Shweta Kumar,1.0,0.0,1,0.01
romance,Lena Christensen,1.0,0.0,1,0.01
drama,Lena Christensen,1.0,0.0,1,0.0
comedy,Lena Christensen,1.0,0.0,1,0.01
romance,Manmeet Singh,1.0,0.0,1,0.01
