name,year,Hit,Flop,HitPercentage
Bharati Achrekar,2004-01-01,0,0,0.0
Ashish Vidyarthi,2004-01-01,0,1,0.0
Purab Kohli,2004-01-01,0,0,0.0
Ila Arun,2004-01-01,0,0,0.0
Ram Kapoor,2004-01-01,0,0,0.0
Manoj Joshi,2004-01-01,0,0,0.0
Preeti Jhangiani,2004-01-01,0,0,0.0
Jacky Bhagnani,2004-01-01,0,0,0.0
Anuj Sawhney,2004-01-01,0,0,0.0
Neha Sharma,2004-01-01,0,0,0.0
Neena Gupta,2004-01-01,0,0,0.0
Gajendra Chouhan,2004-01-01,0,0,0.0
Perizaad Zorabian,2004-01-01,0,1,0.0
Aryan Vaid,2004-01-01,0,0,0.0
Prateik,2004-01-01,0,0,0.0
Sayaji Shinde,2004-01-01,0,0,0.0
Anita Hassandani,2004-01-01,0,1,0.0
Pooja Batra,2004-01-01,0,0,0.0
Vatsal Seth,2004-01-01,0,1,0.0
Suman Ranganathan,2004-01-01,0,1,0.0
Javed Jaffrey,2004-01-01,0,0,0.0
Mukesh Bhatt,2004-01-01,0,1,0.0
Arjan Bajwa,2004-01-01,0,1,0.0
Kabir Bedi,2004-01-01,0,1,0.0
Mukul Dev,2004-01-01,0,0,0.0
Shawar Ali,2004-01-01,0,2,0.0
Ayesha Jhulka,2004-01-01,0,0,0.0
Rajesh Khanna,2004-01-01,0,0,0.0
Birbal,2004-01-01,0,0,0.0
Sayali Bhagat,2004-01-01,0,0,0.0
Kiran Kumar,2004-01-01,0,0,0.0
Chunky Pandey,2004-01-01,0,0,0.0
Mandira Bedi,2004-01-01,0,1,0.0
Makrand Deshpande,2004-01-01,0,0,0.0
Aditya Srivastava,2004-01-01,0,1,0.0
Nauheed Cyrusi,2004-01-01,0,0,0.0
Abhay Bhargav,2004-01-01,0,1,0.0
Prashant Narayanan,2004-01-01,0,0,0.0
Puru Rajkumar,2004-01-01,0,1,0.0
Rohini Hattangadi,2004-01-01,0,0,0.0
Mukesh Ahuja,2004-01-01,0,1,0.0
Nagesh Bhonsle,2004-01-01,0,0,0.0
Shweta Bhardwaj,2004-01-01,0,0,0.0
Vikas Anand,2004-01-01,0,0,0.0
Akhilendra Mishra,2004-01-01,0,0,0.0
Rituparna Sengupta,2004-01-01,0,0,0.0
Hazel Croney,2004-01-01,0,0,0.0
Harman Baweja,2004-01-01,0,0,0.0
Sudha Chandran,2004-01-01,0,0,0.0
Shabana Azmi,2004-01-01,0,1,0.0
Benjamin Gilani,2004-01-01,0,0,0.0
Dev Anand,2004-01-01,0,0,0.0
Tanvi Azmi,2004-01-01,0,0,0.0
Adi Irani,2004-01-01,0,0,0.0
Achint Kaur,2004-01-01,0,0,0.0
Yuvika Chaudhry,2004-01-01,0,0,0.0
Pankaj Berry,2004-01-01,0,0,0.0
Varun Dhawan,2004-01-01,0,0,0.0
Nargis Fakhri,2004-01-01,0,0,0.0
Aamir Khan,2005-01-01,0,1,0.0
Shah Rukh Khan,2005-01-01,0,1,0.0
Salman Khan,2005-01-01,2,2,0.5
Katrina Kaif,2005-01-01,1,0,1.0
Deepika Padukone,2005-01-01,0,0,0.0
Hrithik Roshan,2005-01-01,0,0,0.0
Priyanka Chopra,2005-01-01,1,4,0.2
Kareena Kapoor,2005-01-01,0,3,0.0
Ranbir Kapoor,2005-01-01,0,0,0.0
Kajol,2005-01-01,0,0,0.0
John Abraham,2005-01-01,1,4,0.2
Amitabh Bachchan,2005-01-01,2,6,0.25
Sonakshi Sinha,2005-01-01,0,0,0.0
Alia Bhatt,2005-01-01,0,0,0.0
Ajay Devgn,2005-01-01,1,6,0.14285714285714285
Asin,2005-01-01,0,0,0.0
Farhan Akhtar,2005-01-01,0,0,0.0
Arjun Kapoor,2005-01-01,0,0,0.0
Akshay Kumar,2005-01-01,1,5,0.16666666666666666
Anushka Sharma,2005-01-01,0,0,0.0
Vidya Balan,2005-01-01,0,1,0.0
Aishwarya Rai Bachchan,2005-01-01,0,1,0.0
Ranveer Singh,2005-01-01,0,0,0.0
Vir Das,2005-01-01,0,0,0.0
Shahid Kapoor,2005-01-01,0,3,0.0
Saif Ali Khan,2005-01-01,1,1,0.5
Anil Kapoor,2005-01-01,1,2,0.3333333333333333
Prakash Raj,2005-01-01,0,0,0.0
Sonam Kapoor,2005-01-01,0,0,0.0
Sanjay Kapoor,2005-01-01,0,1,0.0
Jacqueline Fernandez,2005-01-01,0,0,0.0
Abhishek Bachchan,2005-01-01,3,2,0.6
Imran Khan,2005-01-01,0,0,0.0
Rekha,2005-01-01,0,1,0.0
Tabu,2005-01-01,0,1,0.0
Madhavan,2005-01-01,0,1,0.0
Sanjay Dutt,2005-01-01,0,6,0.0
Parineeti Chopra,2005-01-01,0,0,0.0
Madhuri Dixit,2005-01-01,0,0,0.0
Preity Zinta,2005-01-01,1,1,0.5
Govinda,2005-01-01,0,1,0.0
Emraan Hashmi,2005-01-01,0,2,0.0
Bipasha Basu,2005-01-01,2,3,0.4
Uday Chopra,2005-01-01,0,1,0.0
Aditya Roy Kapoor,2005-01-01,0,0,0.0
Ritesh Deshmukh,2005-01-01,2,1,0.6666666666666666
Rishi Kapoor,2005-01-01,0,1,0.0
Kangana Ranaut,2005-01-01,0,0,0.0
Dia Mirza,2005-01-01,0,4,0.0
Amrish Puri,2005-01-01,0,0,0.0
Amrita Rao,2005-01-01,0,2,0.0
Lara Dutta,2005-01-01,0,4,0.0
Om Puri,2005-01-01,0,0,0.0
Kiron Kher,2005-01-01,0,0,0.0
Mallika Sherawat,2005-01-01,0,1,0.0
Sonu Sood,2005-01-01,0,0,0.0
Nana Patekar,2005-01-01,2,0,1.0
Vinod Khanna,2005-01-01,0,0,0.0
Kalki Koechlin,2005-01-01,0,0,0.0
Rani Mukerji,2005-01-01,1,3,0.25
Rajkummar Rao,2005-01-01,0,0,0.0
Tusshar Kapoor,2005-01-01,1,1,0.5
Arjun Rampal,2005-01-01,0,3,0.0
Paresh Rawal,2005-01-01,1,1,0.5
Supriya Pathak,2005-01-01,1,0,1.0
Nawazuddin Siddiqui,2005-01-01,0,0,0.0
Naseeruddin Shah,2005-01-01,0,2,0.0
Randeep Hooda,2005-01-01,0,0,0.0
Jaya Bhaduri,2005-01-01,0,0,0.0
Karisma Kapoor,2005-01-01,0,0,0.0
Sharman Joshi,2005-01-01,0,1,0.0
Boman Irani,2005-01-01,0,1,0.0
Satish Shah,2005-01-01,0,2,0.0
Arshad Warsi,2005-01-01,1,3,0.25
Raj Babbar,2005-01-01,0,0,0.0
Shilpa Shetty,2005-01-01,0,2,0.0
Vivek Oberoi,2005-01-01,0,3,0.0
Anupam Kher,2005-01-01,0,2,0.0
Sameera Reddy,2005-01-01,0,0,0.0
Sunny Deol,2005-01-01,0,1,0.0
Shraddha Kapoor,2005-01-01,0,0,0.0
Akshaye Khanna,2005-01-01,0,0,0.0
Manish Chaudhary,2005-01-01,0,0,0.0
Sunil Shetty,2005-01-01,0,5,0.0
Sohail Khan,2005-01-01,1,0,1.0
Esha Deol,2005-01-01,0,3,0.0
Pavan Malhotra,2005-01-01,0,0,0.0
Sonali Kulkarni,2005-01-01,0,1,0.0
Rimi Sen,2005-01-01,1,2,0.3333333333333333
Sushmita Sen,2005-01-01,1,3,0.25
Gracy Singh,2005-01-01,0,0,0.0
Kunal Khemu,2005-01-01,1,0,1.0
Juhi Chawla,2005-01-01,0,2,0.0
Vinay Pathak,2005-01-01,0,0,0.0
Dharmendra,2005-01-01,0,0,0.0
Mohammed Zeeshan Ayyub,2005-01-01,0,0,0.0
Ranvir Shorey,2005-01-01,0,0,0.0
Genelia D'Souza,2005-01-01,0,0,0.0
Isha Koppikar,2005-01-01,1,0,1.0
Soha Ali Khan,2005-01-01,0,0,0.0
Johnny Lever,2005-01-01,0,1,0.0
Ayesha Takia,2005-01-01,0,2,0.0
Tia Bajpai,2005-01-01,0,0,0.0
Nasser,2005-01-01,0,0,0.0
Saurabh Shukla,2005-01-01,0,0,0.0
Konkona Sen Sharma,2005-01-01,1,1,0.5
Ameesha Patel,2005-01-01,0,2,0.0
Zayed Khan,2005-01-01,0,4,0.0
Neha Dhupia,2005-01-01,1,2,0.3333333333333333
Irrfan Khan,2005-01-01,0,3,0.0
Revathy,2005-01-01,0,1,0.0
Girish Karnad,2005-01-01,0,1,0.0
Fardeen Khan,2005-01-01,1,2,0.3333333333333333
Mahesh Manjrekar,2005-01-01,0,1,0.0
Shakti Kapoor,2005-01-01,0,1,0.0
Shiney Ahuja,2005-01-01,0,2,0.0
Lillete Dubey,2005-01-01,0,0,0.0
Shreyas Talpade,2005-01-01,0,1,0.0
Minissha Lamba,2005-01-01,0,1,0.0
Jimmy Shergill,2005-01-01,0,1,0.0
Manisha Koirala,2005-01-01,0,2,0.0
Atul Kulkarni,2005-01-01,1,0,1.0
Amrita Arora,2005-01-01,0,0,0.0
Neil Nitin Mukesh,2005-01-01,0,0,0.0
Rajat Kapoor,2005-01-01,0,0,0.0
Aftab Shivdasani,2005-01-01,0,2,0.0
Ashmit Patel,2005-01-01,0,1,0.0
Dimple Kapadia,2005-01-01,0,1,0.0
Urmila Matondkar,2005-01-01,0,1,0.0
Danny Denzongpa,2005-01-01,0,0,0.0
Ahsaas Channa,2005-01-01,0,0,0.0
Prem Chopra,2005-01-01,0,2,0.0
Sushant Singh,2005-01-01,0,1,0.0
Rahul Dev,2005-01-01,0,0,0.0
Kay Kay Menon,2005-01-01,1,3,0.25
Darshan Jariwala,2005-01-01,0,0,0.0
Antara Mali,2005-01-01,0,1,0.0
Jackie Shroff,2005-01-01,0,2,0.0
Vrajesh Hirjee,2005-01-01,0,0,0.0
Vicky Ahuja,2005-01-01,0,0,0.0
Sandhya Mridul,2005-01-01,1,1,0.5
Arbaaz Khan,2005-01-01,0,1,0.0
Prachi Desai,2005-01-01,0,0,0.0
Ali Zafar,2005-01-01,0,0,0.0
Udita Goswami,2005-01-01,0,1,0.0
Rana Jung Bahadur,2005-01-01,0,1,0.0
Abhay Deol,2005-01-01,0,1,0.0
Neetu Chandra,2005-01-01,0,0,0.0
Sanjay Mishra,2005-01-01,0,0,0.0
Priyanshu Chatterjee,2005-01-01,0,0,0.0
Raveena Tandon,2005-01-01,0,0,0.0
Alok Nath,2005-01-01,0,1,0.0
Mahie Gill,2005-01-01,0,0,0.0
Sharat Saxena,2005-01-01,0,0,0.0
Mithun Chakraborty,2005-01-01,0,1,0.0
Bobby Deol,2005-01-01,0,4,0.0
Tinnu Anand,2005-01-01,0,0,0.0
Manjari Phadnis,2005-01-01,0,0,0.0
Kunal Kapoor,2005-01-01,0,0,0.0
Ayub Khan,2005-01-01,1,1,0.5
Kashmira Shah,2005-01-01,0,1,0.0
Deepak Dobriyal,2005-01-01,0,0,0.0
Rajpal Yadav,2005-01-01,0,1,0.0
Divya Dutta,2005-01-01,0,1,0.0
Rajat Bedi,2005-01-01,0,0,0.0
Rahul Bose,2005-01-01,0,0,0.0
Parvin Dabas,2005-01-01,0,2,0.0
Asrani,2005-01-01,0,0,0.0
Raghuvir Yadav,2005-01-01,0,0,0.0
Avtar Gill,2005-01-01,0,0,0.0
Aashish Chaudhary,2005-01-01,0,0,0.0
Laxmikant Berde,2005-01-01,0,0,0.0
Nandita Das,2005-01-01,0,0,0.0
Mukesh Tiwari,2005-01-01,0,2,0.0
Mahima Chaudhry,2005-01-01,0,4,0.0
Shahana Goswami,2005-01-01,0,0,0.0
Tara Sharma,2005-01-01,1,0,1.0
Smita Jaykar,2005-01-01,0,0,0.0
Gulshan Grover,2005-01-01,0,0,0.0
Vidya Malvade,2005-01-01,0,2,0.0
Yashpal Sharma,2005-01-01,0,2,0.0
Manoj Bajpayee,2005-01-01,0,1,0.0
Ashutosh Rana,2005-01-01,0,1,0.0
Ravi Kishan,2005-01-01,0,1,0.0
Nafisa Ali,2005-01-01,0,0,0.0
Arunoday Singh,2005-01-01,0,0,0.0
Omkar Das Manikpuri,2005-01-01,0,0,0.0
Himanshu Malik,2005-01-01,0,2,0.0
Mimoh Chakraborty,2005-01-01,0,0,0.0
Nushrat Bharucha,2005-01-01,0,0,0.0
Sarika,2005-01-01,0,0,0.0
Hema Malini,2005-01-01,0,0,0.0
Krishna Bhatt,2005-01-01,0,0,0.0
Dino Morea,2005-01-01,0,1,0.0
Tanushree Dutta,2005-01-01,0,1,0.0
Zakir Hussain,2005-01-01,0,0,0.0
Asif Basra,2005-01-01,0,0,0.0
Sachin Khedekar,2005-01-01,0,1,0.0
Celina Jaitly,2005-01-01,0,1,0.0
Raima Sen,2005-01-01,0,1,0.0
Gul Panag,2005-01-01,0,0,0.0
Rakesh Bedi,2005-01-01,0,1,0.0
Rati Agnihotri,2005-01-01,0,0,0.0
Ali Fazal,2005-01-01,0,0,0.0
Aarti Chhabria,2005-01-01,0,1,0.0
Satish Kaushik,2005-01-01,0,0,0.0
Seema Biswas,2005-01-01,0,1,0.0
Sanjay Suri,2005-01-01,0,0,0.0
Arun Bakshi,2005-01-01,0,0,0.0
Arya Babbar,2005-01-01,0,0,0.0
Namrata Shirodkar,2005-01-01,0,0,0.0
Dipannita Sharma,2005-01-01,0,2,0.0
Manu Rishi Chadha,2005-01-01,0,0,0.0
Sharad S. Kapoor,2005-01-01,0,1,0.0
Farida Jalal,2005-01-01,0,0,0.0
Mugdha Godse,2005-01-01,0,0,0.0
Riya Sen,2005-01-01,0,1,0.0
Bhoomika Chawla,2005-01-01,0,1,0.0
Tulip Joshi,2005-01-01,0,0,0.0
Vijay Raaz,2005-01-01,0,0,0.0
Hrishitaa Bhatt,2005-01-01,0,0,0.0
Dinesh Hingoo,2005-01-01,0,0,0.0
Sadashiv Amrapurkar,2005-01-01,0,2,0.0
Mohnish Bahl,2005-01-01,0,0,0.0
Farooq Shaikh,2005-01-01,0,0,0.0
Vikram Gokhale,2005-01-01,0,1,0.0
Govind Namdeo,2005-01-01,0,2,0.0
Kurush Deboo,2005-01-01,0,1,0.0
Sahil Khan,2005-01-01,0,2,0.0
Yash Tonk,2005-01-01,0,0,0.0
Ishrat Ali,2005-01-01,0,1,0.0
Milind Gunaji,2005-01-01,0,3,0.0
Sudesh Berry,2005-01-01,0,0,0.0
Rajit Kapoor,2005-01-01,0,0,0.0
Nassar Abdulla,2005-01-01,0,1,0.0
Snehal Dabi,2005-01-01,0,0,0.0
Sandali Sinha,2005-01-01,0,1,0.0
Kader Khan,2005-01-01,0,1,0.0
Rajeev Khandelwal,2005-01-01,0,0,0.0
Anupama Verma,2005-01-01,0,0,0.0
Anang Desai,2005-01-01,0,0,0.0
Himesh Reshammiya,2005-01-01,0,0,0.0
Bharati Achrekar,2005-01-01,0,0,0.0
Ashish Vidyarthi,2005-01-01,0,0,0.0
Purab Kohli,2005-01-01,0,0,0.0
Ila Arun,2005-01-01,0,0,0.0
Ram Kapoor,2005-01-01,0,0,0.0
Manoj Joshi,2005-01-01,0,0,0.0
Preeti Jhangiani,2005-01-01,0,2,0.0
Jacky Bhagnani,2005-01-01,0,0,0.0
Anuj Sawhney,2005-01-01,0,1,0.0
Neha Sharma,2005-01-01,0,0,0.0
Neena Gupta,2005-01-01,0,1,0.0
Gajendra Chouhan,2005-01-01,0,1,0.0
Perizaad Zorabian,2005-01-01,0,1,0.0
Aryan Vaid,2005-01-01,0,2,0.0
Prateik,2005-01-01,0,0,0.0
Sayaji Shinde,2005-01-01,0,1,0.0
Anita Hassandani,2005-01-01,0,1,0.0
Pooja Batra,2005-01-01,0,0,0.0
Vatsal Seth,2005-01-01,0,0,0.0
Suman Ranganathan,2005-01-01,0,0,0.0
Javed Jaffrey,2005-01-01,0,0,0.0
Mukesh Bhatt,2005-01-01,0,0,0.0
Arjan Bajwa,2005-01-01,0,0,0.0
Kabir Bedi,2005-01-01,0,1,0.0
Mukul Dev,2005-01-01,0,0,0.0
Shawar Ali,2005-01-01,0,2,0.0
Ayesha Jhulka,2005-01-01,0,2,0.0
Rajesh Khanna,2005-01-01,0,0,0.0
Birbal,2005-01-01,0,1,0.0
Sayali Bhagat,2005-01-01,0,0,0.0
Kiran Kumar,2005-01-01,0,2,0.0
Chunky Pandey,2005-01-01,0,0,0.0
Mandira Bedi,2005-01-01,0,1,0.0
Makrand Deshpande,2005-01-01,0,0,0.0
Aditya Srivastava,2005-01-01,0,1,0.0
Nauheed Cyrusi,2005-01-01,0,0,0.0
Abhay Bhargav,2005-01-01,0,0,0.0
Prashant Narayanan,2005-01-01,0,0,0.0
Puru Rajkumar,2005-01-01,0,0,0.0
Rohini Hattangadi,2005-01-01,0,0,0.0
Mukesh Ahuja,2005-01-01,0,1,0.0
Nagesh Bhonsle,2005-01-01,0,0,0.0
Shweta Bhardwaj,2005-01-01,0,0,0.0
Vikas Anand,2005-01-01,0,0,0.0
Akhilendra Mishra,2005-01-01,0,1,0.0
Rituparna Sengupta,2005-01-01,0,1,0.0
Hazel Croney,2005-01-01,0,0,0.0
Harman Baweja,2005-01-01,0,0,0.0
Sudha Chandran,2005-01-01,0,0,0.0
Shabana Azmi,2005-01-01,0,0,0.0
Benjamin Gilani,2005-01-01,0,3,0.0
Dev Anand,2005-01-01,0,1,0.0
Tanvi Azmi,2005-01-01,0,1,0.0
Adi Irani,2005-01-01,0,1,0.0
Achint Kaur,2005-01-01,0,0,0.0
Yuvika Chaudhry,2005-01-01,0,0,0.0
Pankaj Berry,2005-01-01,0,1,0.0
Varun Dhawan,2005-01-01,0,0,0.0
Nargis Fakhri,2005-01-01,0,0,0.0
Aamir Khan,2006-01-01,2,0,1.0
Shah Rukh Khan,2006-01-01,2,0,1.0
Salman Khan,2006-01-01,0,4,0.0
Katrina Kaif,2006-01-01,0,1,0.0
Deepika Padukone,2006-01-01,0,0,0.0
Hrithik Roshan,2006-01-01,2,0,1.0
Priyanka Chopra,2006-01-01,2,1,0.6666666666666666
Kareena Kapoor,2006-01-01,1,2,0.3333333333333333
Ranbir Kapoor,2006-01-01,0,0,0.0
Kajol,2006-01-01,1,0,1.0
John Abraham,2006-01-01,1,3,0.25
Amitabh Bachchan,2006-01-01,1,2,0.3333333333333333
Sonakshi Sinha,2006-01-01,0,0,0.0
Alia Bhatt,2006-01-01,0,0,0.0
Ajay Devgn,2006-01-01,1,1,0.5
Asin,2006-01-01,0,0,0.0
Farhan Akhtar,2006-01-01,0,0,0.0
Arjun Kapoor,2006-01-01,0,0,0.0
Akshay Kumar,2006-01-01,2,4,0.3333333333333333
Anushka Sharma,2006-01-01,0,0,0.0
Vidya Balan,2006-01-01,1,0,1.0
Aishwarya Rai Bachchan,2006-01-01,1,1,0.5
Ranveer Singh,2006-01-01,0,0,0.0
Vir Das,2006-01-01,0,0,0.0
Shahid Kapoor,2006-01-01,2,1,0.6666666666666666
Saif Ali Khan,2006-01-01,0,1,0.0
Anil Kapoor,2006-01-01,0,0,0.0
Prakash Raj,2006-01-01,0,0,0.0
Sonam Kapoor,2006-01-01,0,0,0.0
Sanjay Kapoor,2006-01-01,0,0,0.0
Jacqueline Fernandez,2006-01-01,0,0,0.0
Abhishek Bachchan,2006-01-01,1,1,0.5
Imran Khan,2006-01-01,0,0,0.0
Rekha,2006-01-01,1,0,1.0
Tabu,2006-01-01,1,0,1.0
Madhavan,2006-01-01,0,0,0.0
Sanjay Dutt,2006-01-01,1,3,0.25
Parineeti Chopra,2006-01-01,0,0,0.0
Madhuri Dixit,2006-01-01,0,0,0.0
Preity Zinta,2006-01-01,1,1,0.5
Govinda,2006-01-01,1,0,1.0
Emraan Hashmi,2006-01-01,1,3,0.25
Bipasha Basu,2006-01-01,1,2,0.3333333333333333
Uday Chopra,2006-01-01,1,0,1.0
Aditya Roy Kapoor,2006-01-01,0,0,0.0
Ritesh Deshmukh,2006-01-01,2,0,1.0
Rishi Kapoor,2006-01-01,1,0,1.0
Kangana Ranaut,2006-01-01,1,1,0.5
Dia Mirza,2006-01-01,0,0,0.0
Amrish Puri,2006-01-01,0,0,0.0
Amrita Rao,2006-01-01,1,1,0.5
Lara Dutta,2006-01-01,1,1,0.5
Om Puri,2006-01-01,1,0,1.0
Kiron Kher,2006-01-01,0,0,0.0
Mallika Sherawat,2006-01-01,0,2,0.0
Sonu Sood,2006-01-01,0,0,0.0
Nana Patekar,2006-01-01,1,0,1.0
Vinod Khanna,2006-01-01,0,0,0.0
Kalki Koechlin,2006-01-01,0,0,0.0
Rani Mukerji,2006-01-01,1,0,1.0
Rajkummar Rao,2006-01-01,0,0,0.0
Tusshar Kapoor,2006-01-01,1,0,1.0
Arjun Rampal,2006-01-01,1,2,0.3333333333333333
Paresh Rawal,2006-01-01,4,1,0.8
Supriya Pathak,2006-01-01,0,0,0.0
Nawazuddin Siddiqui,2006-01-01,0,0,0.0
Naseeruddin Shah,2006-01-01,0,0,0.0
Randeep Hooda,2006-01-01,0,0,0.0
Jaya Bhaduri,2006-01-01,0,0,0.0
Karisma Kapoor,2006-01-01,0,1,0.0
Sharman Joshi,2006-01-01,2,0,1.0
Boman Irani,2006-01-01,1,2,0.3333333333333333
Satish Shah,2006-01-01,0,0,0.0
Arshad Warsi,2006-01-01,2,2,0.5
Raj Babbar,2006-01-01,0,2,0.0
Shilpa Shetty,2006-01-01,0,1,0.0
Vivek Oberoi,2006-01-01,0,2,0.0
Anupam Kher,2006-01-01,1,2,0.3333333333333333
Sameera Reddy,2006-01-01,1,1,0.5
Sunny Deol,2006-01-01,0,2,0.0
Shraddha Kapoor,2006-01-01,0,0,0.0
Akshaye Khanna,2006-01-01,1,2,0.3333333333333333
Manish Chaudhary,2006-01-01,0,0,0.0
Sunil Shetty,2006-01-01,1,3,0.25
Sohail Khan,2006-01-01,0,2,0.0
Esha Deol,2006-01-01,0,2,0.0
Pavan Malhotra,2006-01-01,0,0,0.0
Sonali Kulkarni,2006-01-01,1,0,1.0
Rimi Sen,2006-01-01,0,0,0.0
Sushmita Sen,2006-01-01,0,2,0.0
Gracy Singh,2006-01-01,0,0,0.0
Kunal Khemu,2006-01-01,0,0,0.0
Juhi Chawla,2006-01-01,0,0,0.0
Vinay Pathak,2006-01-01,0,0,0.0
Dharmendra,2006-01-01,0,0,0.0
Mohammed Zeeshan Ayyub,2006-01-01,0,0,0.0
Ranvir Shorey,2006-01-01,0,2,0.0
Genelia D'Souza,2006-01-01,0,0,0.0
Isha Koppikar,2006-01-01,1,0,1.0
Soha Ali Khan,2006-01-01,0,1,0.0
Johnny Lever,2006-01-01,0,0,0.0
Ayesha Takia,2006-01-01,0,3,0.0
Tia Bajpai,2006-01-01,0,0,0.0
Nasser,2006-01-01,0,0,0.0
Saurabh Shukla,2006-01-01,0,1,0.0
Konkona Sen Sharma,2006-01-01,0,3,0.0
Ameesha Patel,2006-01-01,0,6,0.0
Zayed Khan,2006-01-01,0,2,0.0
Neha Dhupia,2006-01-01,0,2,0.0
Irrfan Khan,2006-01-01,0,2,0.0
Revathy,2006-01-01,0,0,0.0
Girish Karnad,2006-01-01,0,1,0.0
Fardeen Khan,2006-01-01,0,1,0.0
Mahesh Manjrekar,2006-01-01,0,1,0.0
Shakti Kapoor,2006-01-01,0,1,0.0
Shiney Ahuja,2006-01-01,1,2,0.3333333333333333
Lillete Dubey,2006-01-01,0,0,0.0
Shreyas Talpade,2006-01-01,0,1,0.0
Minissha Lamba,2006-01-01,0,2,0.0
Jimmy Shergill,2006-01-01,0,1,0.0
Manisha Koirala,2006-01-01,0,0,0.0
Atul Kulkarni,2006-01-01,0,0,0.0
Amrita Arora,2006-01-01,0,0,0.0
Neil Nitin Mukesh,2006-01-01,0,0,0.0
Rajat Kapoor,2006-01-01,0,1,0.0
Aftab Shivdasani,2006-01-01,0,1,0.0
Ashmit Patel,2006-01-01,0,2,0.0
Dimple Kapadia,2006-01-01,0,1,0.0
Urmila Matondkar,2006-01-01,0,1,0.0
Danny Denzongpa,2006-01-01,0,0,0.0
Ahsaas Channa,2006-01-01,0,0,0.0
Prem Chopra,2006-01-01,0,1,0.0
Sushant Singh,2006-01-01,0,0,0.0
Rahul Dev,2006-01-01,0,0,0.0
Kay Kay Menon,2006-01-01,0,1,0.0
Darshan Jariwala,2006-01-01,0,0,0.0
Antara Mali,2006-01-01,0,0,0.0
Jackie Shroff,2006-01-01,0,1,0.0
Vrajesh Hirjee,2006-01-01,1,0,1.0
Vicky Ahuja,2006-01-01,0,0,0.0
Sandhya Mridul,2006-01-01,0,0,0.0
Arbaaz Khan,2006-01-01,0,0,0.0
Prachi Desai,2006-01-01,0,0,0.0
Ali Zafar,2006-01-01,0,0,0.0
Udita Goswami,2006-01-01,1,0,1.0
Rana Jung Bahadur,2006-01-01,0,0,0.0
Abhay Deol,2006-01-01,0,1,0.0
Neetu Chandra,2006-01-01,0,0,0.0
Sanjay Mishra,2006-01-01,0,0,0.0
Priyanshu Chatterjee,2006-01-01,0,0,0.0
Raveena Tandon,2006-01-01,0,0,0.0
Alok Nath,2006-01-01,1,0,1.0
Mahie Gill,2006-01-01,0,0,0.0
Sharat Saxena,2006-01-01,1,1,0.5
Mithun Chakraborty,2006-01-01,0,2,0.0
Bobby Deol,2006-01-01,0,1,0.0
Tinnu Anand,2006-01-01,0,0,0.0
Manjari Phadnis,2006-01-01,0,0,0.0
Kunal Kapoor,2006-01-01,1,0,1.0
Ayub Khan,2006-01-01,0,0,0.0
Kashmira Shah,2006-01-01,0,0,0.0
Deepak Dobriyal,2006-01-01,0,0,0.0
Rajpal Yadav,2006-01-01,0,0,0.0
Divya Dutta,2006-01-01,0,1,0.0
Rajat Bedi,2006-01-01,1,1,0.5
Rahul Bose,2006-01-01,0,1,0.0
Parvin Dabas,2006-01-01,0,1,0.0
Asrani,2006-01-01,0,0,0.0
Raghuvir Yadav,2006-01-01,0,0,0.0
Avtar Gill,2006-01-01,1,1,0.5
Aashish Chaudhary,2006-01-01,0,0,0.0
Laxmikant Berde,2006-01-01,0,0,0.0
Nandita Das,2006-01-01,0,0,0.0
Mukesh Tiwari,2006-01-01,0,0,0.0
Mahima Chaudhry,2006-01-01,0,1,0.0
Shahana Goswami,2006-01-01,0,0,0.0
Tara Sharma,2006-01-01,0,1,0.0
Smita Jaykar,2006-01-01,0,0,0.0
Gulshan Grover,2006-01-01,1,4,0.2
Vidya Malvade,2006-01-01,0,0,0.0
Yashpal Sharma,2006-01-01,0,0,0.0
Manoj Bajpayee,2006-01-01,0,0,0.0
Ashutosh Rana,2006-01-01,0,0,0.0
Ravi Kishan,2006-01-01,0,0,0.0
Nafisa Ali,2006-01-01,0,0,0.0
Arunoday Singh,2006-01-01,0,0,0.0
Omkar Das Manikpuri,2006-01-01,0,0,0.0
Himanshu Malik,2006-01-01,0,0,0.0
Mimoh Chakraborty,2006-01-01,0,0,0.0
Nushrat Bharucha,2006-01-01,0,0,0.0
Sarika,2006-01-01,0,0,0.0
Hema Malini,2006-01-01,0,1,0.0
Krishna Bhatt,2006-01-01,0,0,0.0
Dino Morea,2006-01-01,0,2,0.0
Tanushree Dutta,2006-01-01,0,0,0.0
Zakir Hussain,2006-01-01,0,0,0.0
Asif Basra,2006-01-01,0,0,0.0
Sachin Khedekar,2006-01-01,0,0,0.0
Celina Jaitly,2006-01-01,0,2,0.0
Raima Sen,2006-01-01,0,0,0.0
Gul Panag,2006-01-01,0,1,0.0
Rakesh Bedi,2006-01-01,0,1,0.0
Rati Agnihotri,2006-01-01,0,0,0.0
Ali Fazal,2006-01-01,0,0,0.0
Aarti Chhabria,2006-01-01,0,0,0.0
Satish Kaushik,2006-01-01,0,0,0.0
Seema Biswas,2006-01-01,0,0,0.0
Sanjay Suri,2006-01-01,0,0,0.0
Arun Bakshi,2006-01-01,0,0,0.0
Arya Babbar,2006-01-01,0,0,0.0
Namrata Shirodkar,2006-01-01,0,0,0.0
Dipannita Sharma,2006-01-01,0,0,0.0
